customerId,customerAge,customerPlansChanged,smsCountPerMonth,callMinutePerMonth,dataMBPerMonth,netflixStream,pickboxStream,youtubeStream,hboGoStream,viberFree,whatsappFree
1033,34,3,300,300,2048,false,false,false,false,true,false
1034,19,5,2000,1000,2048,false,false,true,false,false,false
1035,35,2,0,0,2048,false,false,false,false,false,false
1036,27,4,2000,2000,1024,false,false,true,false,true,false
1037,18,3,2000,5000,2048,false,false,false,false,false,true
1038,16,3,2000,2000,2048,false,false,false,false,true,false
1039,30,5,1000,3000,2048,false,false,true,false,false,false
1040,20,5,3000,3000,10485760,false,false,false,true,false,true
1041,19,5,2000,2000,2048,false,true,false,false,true,false
1042,31,5,3000,3000,3072,false,false,false,false,false,false
1043,19,5,2678400,44640,3072,false,false,true,true,false,false
1044,18,3,2678400,44640,5120,false,false,false,false,false,true
1045,15,3,500,500,10485760,false,false,false,false,true,false
1046,18,2,5000,2000,2048,false,false,false,false,false,false
1047,24,5,3000,2000,1024,false,false,true,false,true,false
1048,34,2,0,0,200,false,false,false,false,false,false
1049,33,2,300,300,100,false,false,false,false,false,false
1050,22,4,0,0,5120,false,true,true,false,false,true
1051,19,5,2000,1000,10485760,true,false,true,false,true,false
1052,23,5,3000,3000,20480,false,true,true,false,false,true
1053,14,3,3000,2000,3072,false,false,false,false,true,false
1054,40,1,0,0,15360,false,false,false,false,false,false
1055,35,1,0,0,100,false,false,false,false,false,false
1056,37,3,500,500,20480,false,false,false,false,true,false
1057,23,3,2678400,44640,5120,false,false,false,false,false,true
1058,20,4,5000,5000,25600,false,true,false,false,false,false
1059,21,5,0,0,2048,false,true,true,false,true,false
1060,49,0,0,0,0,false,false,false,false,false,false
1061,30,1,0,0,100,false,false,false,false,false,false
1062,35,3,1000,2000,15360,false,false,false,false,false,true
1063,18,3,2000,2000,25600,false,false,false,false,true,false
1064,28,5,2678400,44640,20480,false,true,true,false,false,true
1065,30,4,2678400,44640,1024,false,false,false,false,false,false
1066,20,5,300,300,1024,false,true,true,false,true,false
1067,32,2,0,0,200,false,false,false,false,false,false
1068,68,0,0,0,0,false,false,false,false,false,false
1069,18,3,300,300,1024,false,false,false,false,true,false
1070,21,4,0,0,1024,false,true,false,false,false,false
1071,14,3,500,500,2048,false,false,false,false,false,true
1072,33,4,2678400,44640,2048,true,false,true,false,false,false
1073,29,1,500,500,300,false,false,false,false,false,false
1074,19,5,2678400,44640,10485760,false,true,false,false,false,true
1075,18,3,5000,1000,1024,false,false,false,false,true,false
1076,15,3,500,500,1024,false,false,false,false,true,false
1077,36,3,300,300,10240,false,false,false,false,false,true
1078,25,4,2000,3000,3072,false,false,true,false,false,true
1079,25,4,3000,3000,1024,false,false,true,false,false,false
1080,24,3,3000,1000,10485760,false,false,false,false,true,false
1081,39,1,300,300,300,false,false,false,false,false,false
1082,51,1,500,300,0,false,false,false,false,false,false
1083,24,5,500,500,5120,false,true,false,false,false,false
1084,34,3,2000,5000,10240,false,false,false,false,true,false
1085,29,3,3000,2000,2048,false,false,false,false,false,false
1086,35,3,3000,5000,3072,false,false,false,false,false,true
1087,32,5,2000,3000,3072,true,false,true,false,false,false
1088,14,3,2678400,44640,2048,false,false,false,false,true,false
1089,26,5,500,500,20480,true,false,true,false,false,true
1090,28,4,1000,1000,3072,false,false,true,false,true,false
1091,16,3,5000,1000,51200,false,false,false,false,false,true
1092,26,4,3000,2000,20480,false,false,true,false,false,false
1093,34,5,0,0,10240,false,false,true,false,false,true
1094,33,4,300,300,1024,false,false,true,false,false,false
1095,17,2,500,500,2048,false,false,false,false,false,false
1096,17,3,2000,1000,20480,false,false,false,false,true,false
1097,14,3,0,0,3072,false,false,false,false,false,true
1098,35,3,1000,2000,3072,false,false,false,false,false,false
1099,21,4,500,500,5120,false,false,true,false,true,false
1100,21,4,0,0,5120,false,true,false,false,false,false
1101,33,3,500,500,1024,false,false,false,false,true,false
1102,65,1,300,0,0,false,false,false,false,false,false
1103,21,4,2678400,44640,5120,false,false,true,false,true,false
1104,31,5,0,0,10485760,false,false,true,false,true,false
1105,31,3,0,0,1024,false,false,false,false,true,false
1106,27,5,3000,2000,1024,true,false,true,false,false,true
1107,18,3,500,500,20480,false,false,false,false,false,true
1108,24,3,2000,5000,1024,false,false,false,false,false,true
1109,24,4,300,300,10240,true,false,true,false,false,true
1110,55,0,0,0,0,false,false,false,false,false,false
1111,38,4,2000,2000,51200,false,false,false,false,false,false
1112,23,3,3000,3000,3072,false,false,false,false,false,true
1113,59,0,0,0,0,false,false,false,false,false,false
1114,19,4,5000,1000,51200,false,false,false,true,false,true
1115,26,5,2000,5000,3072,true,false,true,false,false,true
1116,27,1,300,300,0,false,false,false,false,false,false
1117,18,3,500,500,3072,false,false,false,false,true,false
1118,38,3,0,0,10240,false,false,false,false,true,false
1119,29,5,5000,1000,1024,false,true,false,false,false,false
1120,22,4,3000,3000,2048,false,false,true,false,true,false
1121,32,3,0,0,25600,false,false,false,false,false,true
1122,20,3,3000,3000,1024,false,false,false,false,false,true
1123,37,1,500,500,0,false,false,false,false,false,false
1124,26,1,1000,1000,3072,false,false,false,false,false,false
1125,28,4,1000,3000,25600,false,false,true,false,true,false
1126,17,3,1000,5000,15360,false,false,false,false,true,false
1127,16,3,5000,2000,1024,false,false,false,false,true,false
1128,28,3,3000,2000,2048,false,false,false,false,true,false
1129,17,3,3000,3000,5120,false,false,false,false,false,true
1130,18,3,5000,1000,5120,false,false,false,false,true,false
1131,40,1,0,0,200,false,false,false,false,false,false
1132,24,5,2678400,44640,1024,false,false,true,true,true,false
1133,61,0,0,0,0,false,false,false,false,false,false
1134,19,3,5000,3000,2048,false,false,false,false,true,false
1135,70,0,0,0,0,false,false,false,false,false,false
1136,18,3,2678400,44640,5120,false,false,false,false,true,false
1137,30,5,3000,1000,2048,false,false,true,false,true,false
1138,18,2,1000,2000,3072,false,false,false,false,false,false
1139,22,4,2000,3000,3072,false,false,true,true,false,true
1140,74,0,0,0,0,false,false,false,false,false,false
1141,31,1,500,500,0,false,false,false,false,false,false
1142,28,1,500,500,0,false,false,false,false,false,false
1143,18,3,2678400,44640,2048,false,false,false,false,false,true
1144,32,3,5000,1000,15360,false,false,false,false,true,false
1145,17,3,1000,5000,1024,false,false,false,false,false,true
1146,20,4,5000,3000,51200,false,false,true,false,true,false
1147,23,3,3000,5000,2048,false,false,false,false,false,true
1148,33,2,2678400,44640,3072,false,false,false,false,false,false
1149,30,4,300,300,10485760,false,true,false,false,true,false
1150,23,4,2678400,44640,3072,false,false,true,true,true,false
1151,18,3,3000,1000,10485760,false,false,false,false,true,false
1152,16,3,300,300,5120,false,false,false,false,true,false
1153,55,0,0,0,0,false,false,false,false,false,false
1154,18,3,2678400,44640,2048,false,false,false,false,true,false
1155,23,5,500,500,3072,false,false,true,true,false,true
1156,46,1,300,0,0,false,false,false,false,false,false
1157,15,2,1000,1000,25600,false,false,false,false,false,false
1158,24,4,1000,2000,1024,true,false,true,false,false,true
1159,40,2,300,0,20480,false,false,false,false,false,false
1160,20,4,0,0,3072,false,false,true,false,false,true
1161,20,5,2000,1000,10485760,false,true,false,false,false,true
1162,24,4,0,0,2048,true,false,false,false,false,true
1163,40,2,0,500,10240,false,false,false,false,false,false
1164,26,5,5000,3000,3072,false,true,true,false,false,false
1165,26,1,300,300,300,false,false,false,false,false,false
1166,69,1,500,0,0,false,false,false,false,false,false
1167,75,0,0,0,0,false,false,false,false,false,false
1168,29,2,500,500,15360,false,false,false,false,false,false
1169,35,3,5000,1000,15360,false,false,false,false,true,false
1170,18,3,5000,1000,5120,false,false,false,false,true,false
1171,21,5,3000,5000,1024,false,true,false,false,false,true
1172,37,3,500,500,51200,false,false,false,false,true,false
1173,20,5,2000,1000,3072,false,false,true,true,false,true
1174,24,3,3000,1000,10240,false,false,false,false,false,true
1175,39,3,500,500,51200,false,false,false,false,true,false
1176,17,3,5000,1000,10485760,false,false,false,false,true,false
1177,33,3,3000,1000,2048,false,false,false,false,false,false
1178,39,3,2000,5000,25600,false,false,false,false,false,false
1179,24,5,1000,3000,2048,true,false,true,false,true,false
1180,22,4,500,500,10485760,true,false,false,false,true,false
1181,27,4,2678400,44640,25600,false,true,true,false,true,false
1182,72,0,0,0,0,false,false,false,false,false,false
1183,30,5,300,300,3072,false,false,true,false,false,false
1184,37,5,2000,2000,2048,false,false,false,false,false,false
1185,31,1,300,300,300,false,false,false,false,false,false
1186,23,3,300,300,3072,false,false,false,false,true,false
1187,15,3,2678400,44640,2048,false,false,false,false,true,false
1188,38,2,2678400,44640,1024,false,false,false,false,false,false
1189,25,3,0,0,300,false,false,false,false,true,false
1190,17,3,2000,2000,10485760,false,false,false,false,false,true
1191,19,3,0,0,5120,false,false,false,false,true,false
1192,34,1,300,300,15360,false,false,false,false,false,false
1193,14,3,500,500,5120,false,false,false,false,true,false
1194,68,1,300,0,0,false,false,false,false,false,false
1195,24,4,3000,3000,3072,true,false,false,false,false,false
1196,18,3,0,0,51200,false,false,false,false,false,true
1197,25,4,1000,1000,2048,false,false,true,false,false,true
1198,31,4,0,0,15360,false,false,true,true,false,false
1199,28,4,300,300,10485760,true,false,false,false,true,false
1200,24,4,300,300,10485760,false,false,true,false,true,false
1201,21,4,3000,5000,3072,true,false,false,false,true,false
1202,19,4,300,300,5120,true,false,false,false,true,false
1203,39,3,5000,3000,1024,false,false,false,false,false,false
1204,70,1,300,0,0,false,false,false,false,false,false
1205,14,2,5000,1000,2048,false,false,false,false,false,false
1206,30,5,5000,1000,51200,false,false,true,false,false,false
1207,49,1,0,300,0,false,false,false,false,false,false
1208,26,4,2678400,44640,2048,false,false,true,true,false,false
1209,16,3,0,0,1024,false,false,false,false,false,true
1210,15,3,0,0,5120,false,false,false,false,false,true
1211,29,4,3000,1000,1024,false,false,true,false,false,false
1212,19,4,1000,5000,1024,false,false,true,false,true,false
1213,21,5,300,300,15360,false,false,false,true,true,false
1214,14,3,2678400,44640,3072,false,false,false,false,true,false
1215,17,3,2000,2000,1024,false,false,false,false,true,false
1216,34,5,2678400,44640,2048,false,false,true,false,false,true
1217,31,4,300,300,10485760,false,false,true,false,false,false
1218,29,4,5000,3000,15360,true,false,true,false,false,false
1219,18,3,5000,2000,10240,false,false,false,false,false,true
1220,18,3,5000,2000,5120,false,false,false,false,false,false
1221,20,5,0,0,20480,false,false,true,false,true,false
1222,32,5,2000,1000,1024,false,false,true,false,false,false
1223,35,3,5000,2000,3072,false,false,false,false,false,true
1224,38,2,300,300,51200,false,false,false,false,false,false
1225,24,5,1000,5000,3072,false,false,false,false,false,false
1226,27,5,3000,3000,3072,false,false,true,false,true,false
1227,25,4,2000,5000,3072,false,false,true,true,false,false
1228,18,3,1000,3000,10485760,false,false,false,false,false,true
1229,22,5,500,500,2048,true,false,false,false,false,true
1230,24,4,5000,1000,2048,false,false,true,false,false,true
1231,35,3,5000,2000,10485760,false,false,false,false,false,false
1232,35,3,3000,5000,2048,false,false,false,false,true,false
1233,17,3,300,300,10485760,false,false,false,false,false,true
1234,72,0,300,300,0,false,false,false,false,false,false
1235,15,3,2000,3000,3072,false,false,false,false,true,false
1236,32,3,1000,2000,2048,false,false,false,false,false,true
1237,62,0,0,0,0,false,false,false,false,false,false
1238,34,0,0,0,0,false,false,false,false,false,false
1239,35,3,1000,2000,20480,false,false,false,false,false,true
1240,22,3,0,0,1024,false,false,false,false,true,false
1241,15,3,5000,5000,5120,false,false,false,false,false,true
1242,18,3,2678400,44640,10485760,false,false,false,false,false,true
1243,35,2,500,500,200,false,false,false,false,false,false
1244,30,5,2678400,44640,10485760,false,true,true,false,false,false
1245,14,3,300,300,2048,false,false,false,false,true,false
1246,33,5,0,0,20480,true,false,true,false,false,false
1247,32,5,500,500,1024,false,false,true,true,true,false
1248,22,4,1000,1000,10485760,false,false,true,true,true,false
1249,32,4,2000,2000,2048,false,false,false,false,false,false
1250,62,1,300,300,0,false,false,false,false,false,false
1251,28,5,3000,3000,3072,false,true,false,false,true,false
1252,33,5,5000,1000,2048,false,false,false,false,false,false
1253,28,3,2000,1000,10240,false,false,false,false,true,false
1254,15,3,1000,1000,3072,false,false,false,false,true,false
1255,26,2,500,500,100,false,false,false,false,false,false
1256,26,3,3000,5000,1024,false,false,false,false,false,true
1257,17,3,300,300,5120,false,false,false,false,false,true
1258,28,2,3000,5000,1024,false,false,false,false,false,false
1259,20,3,1000,3000,2048,false,false,false,false,true,false
1260,25,5,2678400,44640,1024,true,false,true,false,false,false
1261,19,4,300,300,3072,false,false,true,false,true,false
1262,27,3,2678400,44640,3072,false,false,false,false,true,false
1263,14,3,300,300,10485760,false,false,false,false,false,true
1264,20,5,1000,2000,2048,false,false,true,true,false,true
1265,18,3,300,300,10485760,false,false,false,false,true,false
1266,20,3,2000,5000,5120,false,false,false,false,false,true
1267,21,4,0,0,3072,true,false,true,false,false,false
1268,17,3,2678400,44640,10485760,false,false,false,false,false,true
1269,18,2,0,0,2048,false,false,false,false,false,false
1270,28,4,2000,3000,1024,false,true,true,false,true,false
1271,52,0,0,0,0,false,false,false,false,false,false
1272,63,0,300,500,0,false,false,false,false,false,false
1273,16,4,2000,5000,15360,false,false,false,false,false,false
1274,26,4,2000,1000,51200,false,false,true,true,true,false
1275,36,3,1000,2000,3072,false,false,false,false,true,false
1276,17,3,300,300,3072,false,false,false,false,false,true
1277,26,4,2000,3000,1024,false,true,false,false,true,false
1278,24,5,300,300,3072,true,false,false,false,false,false
1279,67,1,0,300,0,false,false,false,false,false,false
1280,27,4,1000,2000,3072,false,false,true,false,true,false
1281,72,0,0,0,0,false,false,false,false,false,false
1282,20,5,2678400,44640,1024,false,true,true,false,false,false
1283,23,4,2000,1000,10485760,false,true,true,false,false,true
1284,35,3,1000,5000,2048,false,false,false,false,false,false
1285,24,1,300,300,3072,false,false,false,false,false,false
1286,30,2,0,0,51200,false,false,false,false,false,false
1287,25,3,500,500,100,false,false,false,false,false,false
1288,18,3,2000,2000,5120,false,false,false,false,false,true
1289,26,2,300,300,200,false,false,false,false,false,false
1290,18,2,5000,5000,1024,false,false,false,false,false,false
1291,21,5,3000,5000,5120,false,false,true,false,true,false
1292,65,0,0,0,0,false,false,false,false,false,false
1293,23,4,5000,5000,20480,false,false,true,false,true,false
1294,26,4,3000,1000,51200,false,true,false,false,false,false
1295,68,0,500,300,0,false,false,false,false,false,false
1296,28,2,500,500,3072,false,false,false,false,false,false
1297,28,5,2678400,44640,15360,false,true,false,false,false,true
1298,28,4,2678400,44640,10240,false,true,true,false,false,true
1299,38,5,3000,3000,10485760,false,false,false,false,false,false
1300,16,2,2000,3000,1024,false,false,false,false,false,false
1301,27,4,2678400,44640,3072,false,true,true,false,false,true
1302,20,4,3000,3000,1024,false,false,false,true,true,false
1303,14,5,2000,3000,3072,false,false,false,false,false,false
1304,31,1,500,500,0,false,false,false,false,false,false
1305,22,4,500,500,2048,false,true,true,false,true,false
1306,40,1,0,300,2048,false,false,false,false,false,false
1307,21,3,2678400,44640,2048,false,false,false,false,true,false
1308,35,3,2000,3000,1024,false,false,false,false,true,false
1309,29,4,500,500,51200,true,false,true,false,false,false
1310,14,3,300,300,1024,false,false,false,false,true,false
1311,23,5,5000,5000,1024,false,false,true,false,false,true
1312,33,4,2678400,44640,2048,false,false,false,true,true,false
1313,18,3,1000,2000,1024,false,false,false,false,true,false
1314,33,3,5000,3000,25600,false,false,false,false,true,false
1315,29,1,0,0,100,false,false,false,false,false,false
1316,28,5,500,500,25600,false,false,true,false,false,false
1317,18,3,2678400,44640,10485760,false,false,false,false,false,true
1318,23,5,2678400,44640,1024,false,false,true,true,true,false
1319,15,3,2000,5000,10240,false,false,false,false,true,false
1320,16,3,3000,3000,3072,false,false,false,false,true,false
1321,42,0,0,0,0,false,false,false,false,false,false
1322,28,5,2678400,44640,1024,false,false,true,false,false,true
1323,21,5,3000,1000,3072,false,true,true,false,true,false
1324,19,5,1000,2000,3072,false,true,false,false,false,false
1325,33,4,5000,3000,2048,true,false,false,false,false,false
1326,18,3,2000,1000,3072,false,false,false,false,true,false
1327,37,1,300,300,100,false,false,false,false,false,false
1328,33,4,5000,3000,2048,false,false,false,true,false,false
1329,17,3,5000,5000,1024,false,false,false,false,false,true
1330,23,5,3000,1000,1024,false,false,true,false,true,false
1331,68,0,0,0,0,false,false,false,false,false,false
1332,55,0,0,300,0,false,false,false,false,false,false
1333,15,3,2000,5000,5120,false,false,false,false,false,true
1334,21,5,300,300,3072,false,false,true,true,false,false
1335,23,5,300,300,10485760,false,false,true,false,false,true
1336,19,4,0,0,3072,false,true,true,false,false,true
1337,34,4,1000,1000,15360,false,false,true,false,false,true
1338,35,3,2000,2000,10485760,false,false,false,false,true,false
1339,34,1,300,300,3072,false,false,false,false,false,false
1340,29,5,2678400,44640,2048,false,true,true,false,false,false
1341,45,1,500,300,0,false,false,false,false,false,false
1342,59,0,0,0,0,false,false,false,false,false,false
1343,28,4,3000,5000,10485760,true,false,false,false,false,false
1344,18,2,5000,2000,3072,false,false,false,false,false,false
1345,16,3,0,0,10485760,false,false,false,false,true,false
1346,26,4,2678400,44640,1024,false,true,true,false,false,true
1347,26,4,3000,3000,2048,false,true,true,false,true,false
1348,25,5,0,0,1024,false,true,true,false,false,true
1349,30,4,1000,3000,51200,false,false,false,false,false,false
1350,19,4,2678400,44640,10485760,false,false,true,false,true,false
1351,25,3,0,0,10240,false,false,false,false,true,false
1352,67,0,0,0,0,false,false,false,false,false,false
1353,20,5,2000,2000,1024,false,false,true,false,false,true
1354,29,5,5000,5000,3072,false,true,false,false,false,false
1355,31,4,5000,3000,1024,false,true,false,false,false,false
1356,14,3,2678400,44640,2048,false,false,false,false,true,false
1357,28,3,5000,1000,2048,false,false,false,false,false,false
1358,21,5,2678400,44640,10485760,true,false,false,false,true,false
1359,61,0,300,0,0,false,false,false,false,false,false
1360,24,4,5000,3000,5120,false,false,true,false,true,false
1361,28,5,3000,3000,3072,false,false,true,true,false,false
1362,18,3,2678400,44640,1024,false,false,false,false,false,true
1363,21,5,2000,3000,10485760,true,false,true,false,false,false
1364,20,3,500,500,5120,false,false,false,false,false,false
1365,14,3,2678400,44640,2048,false,false,false,false,false,true
1366,37,3,300,300,25600,false,false,false,false,true,false
1367,28,0,500,500,0,false,false,false,false,false,false
1368,20,4,1000,2000,5120,false,false,true,false,true,false
1369,37,1,300,300,15360,false,false,false,false,false,false
1370,18,3,2000,5000,5120,false,false,false,false,true,false
1371,50,0,0,0,0,false,false,false,false,false,false
1372,62,0,0,0,0,false,false,false,false,false,false
1373,17,1,500,500,10485760,false,false,false,false,false,false
1374,28,4,1000,2000,1024,false,false,true,true,true,false
1375,28,5,1000,1000,15360,false,false,true,false,true,false
1376,16,3,0,0,10485760,false,false,false,false,false,true
1377,29,2,0,0,20480,false,false,false,false,false,false
1378,19,4,300,300,3072,false,false,true,false,true,false
1379,28,3,2678400,44640,25600,false,false,false,false,true,false
1380,18,3,300,300,3072,false,false,false,false,false,false
1381,27,4,2678400,44640,3072,true,false,false,false,false,false
1382,39,2,500,500,300,false,false,false,false,false,false
1383,19,4,2000,2000,1024,false,false,false,false,false,false
1384,18,3,300,300,3072,false,false,false,false,false,true
1385,27,3,2000,3000,51200,false,false,false,false,true,false
1386,23,4,2000,3000,3072,false,false,true,false,true,false
1387,18,3,2000,1000,1024,false,false,false,false,true,false
1388,18,3,300,300,25600,false,false,false,false,false,true
1389,36,4,5000,2000,2048,false,false,false,false,false,false
1390,67,0,0,0,0,false,false,false,false,false,false
1391,20,4,1000,1000,5120,true,false,true,false,false,true
1392,25,5,2000,1000,25600,false,false,true,false,true,false
1393,24,4,5000,1000,25600,false,true,false,false,false,true
1394,18,3,300,300,3072,false,false,false,false,false,true
1395,15,3,300,300,10485760,false,false,false,false,false,true
1396,40,1,300,300,2048,false,false,false,false,false,false
1397,14,3,2678400,44640,10485760,false,false,false,false,false,true
1398,72,1,300,0,0,false,false,false,false,false,false
1399,25,2,0,0,1024,false,false,false,false,false,false
1400,60,0,0,0,0,false,false,false,false,false,false
1401,14,4,3000,2000,2048,false,false,false,false,false,false
1402,21,3,500,500,1024,false,false,false,false,true,false
1403,19,4,500,500,1024,true,false,false,false,false,false
1404,49,1,0,300,0,false,false,false,false,false,false
1405,20,3,500,500,3072,false,false,false,false,true,false
1406,22,3,3000,3000,10485760,false,false,false,false,false,true
1407,21,5,2678400,44640,2048,false,false,true,false,false,true
1408,29,3,3000,5000,3072,false,false,false,false,true,false
1409,15,3,5000,3000,5120,false,false,false,false,true,false
1410,32,4,3000,2000,3072,false,false,false,true,false,false
1411,34,3,300,300,300,false,false,false,false,false,true
1412,24,5,0,0,2048,false,true,true,false,true,false
1413,24,5,1000,1000,2048,false,true,false,false,true,false
1414,35,3,2678400,44640,15360,false,false,false,false,true,false
1415,28,5,5000,1000,20480,false,false,true,true,false,false
1416,38,3,2678400,44640,51200,false,false,false,false,true,false
1417,23,5,5000,2000,10485760,true,false,false,false,false,false
1418,22,4,500,500,51200,true,false,false,false,true,false
1419,64,0,0,0,0,false,false,false,false,false,false
1420,28,5,2678400,44640,25600,true,false,true,false,false,false
1421,27,3,3000,5000,2048,false,false,false,false,false,true
1422,23,3,2678400,44640,5120,false,false,false,false,true,false
1423,21,3,500,500,2048,false,false,false,false,true,false
1424,17,3,300,300,10485760,false,false,false,false,false,true
1425,37,3,2678400,44640,10485760,false,false,false,false,false,true
1426,33,5,1000,2000,1024,true,false,true,false,false,false
1427,15,5,3000,2000,5120,false,false,false,false,false,false
1428,16,3,2000,1000,1024,false,false,false,false,true,false
1429,40,1,0,0,300,false,false,false,false,false,false
1430,23,5,300,300,10485760,false,true,false,false,false,true
1431,22,4,5000,3000,3072,false,false,true,false,false,false
1432,23,3,1000,5000,3072,false,false,false,false,false,true
1433,35,2,300,300,25600,false,false,false,false,false,false
1434,22,4,2000,1000,1024,false,false,true,false,false,false
1435,29,5,1000,1000,51200,false,false,true,false,false,false
1436,58,0,0,0,0,false,false,false,false,false,false
1437,36,3,300,300,51200,false,false,false,false,false,true
1438,31,1,0,0,25600,false,false,false,false,false,false
1439,22,5,300,300,3072,true,false,false,false,true,false
1440,15,3,0,0,10485760,false,false,false,false,false,true
1441,14,3,0,0,2048,false,false,false,false,true,false
1442,17,1,0,0,51200,false,false,false,false,false,false
1443,28,4,5000,2000,3072,false,false,false,false,false,false
1444,28,2,500,500,300,false,false,false,false,false,false
1445,19,2,3000,5000,2048,false,false,false,false,false,false
1446,24,5,300,300,2048,false,false,true,false,true,false
1447,18,3,3000,2000,2048,false,false,false,false,true,false
1448,37,1,300,300,100,false,false,false,false,false,false
1449,14,3,500,500,2048,false,false,false,false,true,false
1450,17,3,1000,3000,5120,false,false,false,false,true,false
1451,36,1,500,500,200,false,false,false,false,false,false
1452,18,3,300,300,2048,false,false,false,false,false,true
1453,29,4,1000,2000,3072,true,false,true,false,true,false
1454,29,4,2678400,44640,1024,false,false,true,true,false,false
1455,20,5,3000,2000,2048,false,false,false,true,false,true
1456,33,4,2000,2000,1024,false,false,true,false,false,false
1457,29,0,0,0,0,false,false,false,false,false,false
1458,18,3,500,500,10485760,false,false,false,false,true,false
1459,26,4,3000,5000,10240,false,false,false,true,false,true
1460,20,5,1000,2000,2048,false,true,false,false,true,false
1461,34,5,2000,2000,2048,false,false,true,true,false,true
1462,35,2,5000,3000,1024,false,false,false,false,false,false
1463,36,4,3000,5000,10240,false,false,false,false,false,false
1464,32,4,5000,1000,1024,false,true,true,false,false,false
1465,73,0,0,0,0,false,false,false,false,false,false
1466,15,3,0,0,1024,false,false,false,false,false,true
1467,32,2,500,500,300,false,false,false,false,false,false
1468,48,0,0,0,0,false,false,false,false,false,false
1469,25,4,3000,1000,10485760,false,false,true,false,false,true
1470,24,4,3000,5000,10485760,false,true,false,false,false,false
1471,18,3,500,500,3072,false,false,false,false,true,false
1472,18,3,5000,1000,2048,false,false,false,false,true,false
1473,15,3,1000,5000,3072,false,false,false,false,false,true
1474,34,1,0,0,100,false,false,false,false,false,false
1475,18,3,1000,3000,10485760,false,false,false,false,true,false
1476,29,5,500,500,1024,false,true,true,false,false,false
1477,18,3,3000,5000,5120,false,false,false,false,false,true
1478,15,3,300,300,1024,false,false,false,false,false,true
1479,28,4,5000,2000,2048,false,false,false,true,true,false
1480,35,2,2678400,44640,10485760,false,false,false,false,false,false
1481,35,5,5000,1000,10240,false,false,false,false,false,false
1482,56,0,0,0,0,false,false,false,false,false,false
1483,17,3,300,300,10485760,false,false,false,false,true,false
1484,23,5,500,500,1024,false,false,true,false,false,false
1485,22,3,300,300,10485760,false,false,false,false,false,true
1486,50,1,500,300,0,false,false,false,false,false,false
1487,31,4,300,300,10240,false,false,true,true,false,false
1488,32,2,2000,2000,2048,false,false,false,false,false,false
1489,18,3,0,0,3072,false,false,false,false,false,true
1490,28,5,2678400,44640,2048,true,false,false,false,false,true
1491,21,4,0,0,3072,false,false,true,true,true,false
1492,26,4,0,0,3072,true,false,false,false,true,false
1493,30,5,5000,2000,51200,true,false,false,false,false,true
1494,22,5,0,0,1024,false,false,false,true,false,false
1495,38,3,3000,5000,1024,false,false,false,false,false,true
1496,28,5,300,300,2048,true,false,true,false,true,false
1497,17,3,2678400,44640,10485760,false,false,false,false,true,false
1498,31,5,5000,5000,3072,true,false,false,false,false,false
1499,15,3,5000,2000,51200,false,false,false,false,true,false
1500,23,4,0,0,10485760,false,true,true,false,true,false
1501,36,1,1000,1000,10240,false,false,false,false,false,false
1502,36,3,2000,5000,2048,false,false,false,false,false,true
1503,27,5,500,500,20480,false,true,true,false,false,true
1504,19,5,2000,3000,2048,true,false,false,false,true,false
1505,54,1,300,0,0,false,false,false,false,false,false
1506,31,4,1000,2000,1024,false,false,true,false,false,false
1507,34,5,2000,2000,3072,true,false,false,false,false,false
1508,20,5,300,300,5120,true,false,true,false,false,false
1509,28,5,5000,1000,25600,true,false,false,false,true,false
1510,35,3,2678400,44640,20480,false,false,false,false,false,true
1511,16,3,3000,1000,10485760,false,false,false,false,true,false
1512,18,2,3000,2000,5120,false,false,false,false,false,false
1513,18,3,500,500,3072,false,false,false,false,false,true
1514,37,3,5000,5000,3072,false,false,false,false,true,false
1515,18,3,0,0,10240,false,false,false,false,true,false
1516,40,1,0,0,2048,false,false,false,false,false,false
1517,25,5,0,0,25600,true,false,true,false,false,true
1518,18,1,0,0,1024,false,false,false,false,false,false
1519,36,3,500,500,15360,false,false,false,false,false,true
1520,24,5,5000,3000,5120,false,false,false,false,false,false
1521,14,5,3000,2000,3072,false,false,false,false,false,false
1522,33,4,3000,5000,1024,false,true,true,false,false,false
1523,28,4,2000,1000,2048,false,false,true,false,true,false
1524,18,3,2000,1000,3072,false,false,false,false,false,true
1525,31,5,3000,3000,25600,false,false,false,true,false,true
1526,17,3,2000,2000,3072,false,false,false,false,false,true
1527,25,4,1000,2000,10485760,false,false,false,true,true,false
1528,18,3,3000,5000,3072,false,false,false,false,true,false
1529,14,3,500,500,25600,false,false,false,false,true,false
1530,23,5,3000,1000,2048,false,true,true,false,false,true
1531,24,3,3000,1000,5120,false,false,false,false,true,false
1532,14,3,500,500,5120,false,false,false,false,false,true
1533,28,4,2000,2000,1024,true,false,true,false,false,true
1534,28,3,3000,3000,3072,false,false,false,false,true,false
1535,17,3,300,300,1024,false,false,false,false,true,false
1536,32,3,2678400,44640,3072,false,false,false,false,true,false
1537,27,5,5000,2000,51200,true,false,true,false,true,false
1538,28,3,2000,5000,25600,false,false,false,false,true,false
1539,29,4,2678400,44640,10485760,false,false,true,true,false,false
1540,30,2,2678400,44640,1024,false,false,false,false,false,false
1541,18,3,500,500,3072,false,false,false,false,true,false
1542,15,3,300,300,3072,false,false,false,false,true,false
1543,27,4,2000,3000,2048,false,false,true,true,true,false
